	celltype	cell
ola_mES_lif_2_13.counts	1	ola_mES_lif_2_13.counts
ola_mES_lif_2_14.counts	1.0000001192093	ola_mES_lif_2_14.counts
ola_mES_lif_2_15.counts	1	ola_mES_lif_2_15.counts
ola_mES_lif_2_16.counts	1.000184919243	ola_mES_lif_2_16.counts
ola_mES_lif_2_17.counts	1.01271842733359	ola_mES_lif_2_17.counts
ola_mES_lif_2_18.counts	1	ola_mES_lif_2_18.counts
ola_mES_lif_2_19.counts	1	ola_mES_lif_2_19.counts
ola_mES_lif_2_2.counts	1.00189041388901	ola_mES_lif_2_2.counts
ola_mES_lif_2_20.counts	1	ola_mES_lif_2_20.counts
ola_mES_lif_2_21.counts	1.0000001192093	ola_mES_lif_2_21.counts
ola_mES_lif_2_23.counts	1.01315043848746	ola_mES_lif_2_23.counts
ola_mES_lif_2_25.counts	1	ola_mES_lif_2_25.counts
ola_mES_lif_2_26.counts	1.0000001192093	ola_mES_lif_2_26.counts
ola_mES_lif_2_27.counts	1.00416783496184	ola_mES_lif_2_27.counts
ola_mES_lif_2_28.counts	1.0000001192093	ola_mES_lif_2_28.counts
ola_mES_lif_2_29.counts	1	ola_mES_lif_2_29.counts
ola_mES_lif_2_3.counts	1.00063938744124	ola_mES_lif_2_3.counts
ola_mES_lif_2_30.counts	1.00225680722445	ola_mES_lif_2_30.counts
ola_mES_lif_2_31.counts	1	ola_mES_lif_2_31.counts
ola_mES_lif_2_32.counts	1	ola_mES_lif_2_32.counts
ola_mES_lif_2_33.counts	1	ola_mES_lif_2_33.counts
ola_mES_lif_2_34.counts	1	ola_mES_lif_2_34.counts
ola_mES_lif_2_35.counts	1.08701616938449	ola_mES_lif_2_35.counts
ola_mES_lif_2_36.counts	1	ola_mES_lif_2_36.counts
ola_mES_lif_2_37.counts	1	ola_mES_lif_2_37.counts
ola_mES_lif_2_38.counts	1.00013257391208	ola_mES_lif_2_38.counts
ola_mES_lif_2_39.counts	1	ola_mES_lif_2_39.counts
ola_mES_lif_2_4.counts	1.00252048587068	ola_mES_lif_2_4.counts
ola_mES_lif_2_40.counts	1	ola_mES_lif_2_40.counts
ola_mES_lif_2_41.counts	1	ola_mES_lif_2_41.counts
ola_mES_lif_2_42.counts	1.02147013881879	ola_mES_lif_2_42.counts
ola_mES_lif_2_43.counts	1.07678342139871	ola_mES_lif_2_43.counts
ola_mES_lif_2_44.counts	1.0002711370496	ola_mES_lif_2_44.counts
ola_mES_lif_2_45.counts	1.000983486101	ola_mES_lif_2_45.counts
ola_mES_lif_2_46.counts	1.02865850186124	ola_mES_lif_2_46.counts
ola_mES_lif_2_47.counts	1.00010467397407	ola_mES_lif_2_47.counts
